Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,order date (DateOrders)
2,1,52.25999832,118.7799988,Late delivery,1,17,Cleats,Caguas,04-01-2015 16:41
2,1,29.95000076,115.1800003,Late delivery,1,17,Cleats,Caguas,3/15/2017 21:59
2,1,35.68000031,113.9800034,Late delivery,1,17,Cleats,Caguas,05-08-2015 23:49
2,1,15.64999962,113.3799973,Late delivery,1,17,Cleats,Caguas,5/18/2015 5:14
2,1,8.930000305,111.5800018,Late delivery,1,17,Cleats,Caguas,5/18/2015 5:14
2,1,30.27000046,104.3799973,Late delivery,1,17,Cleats,Caguas,3/28/2015 6:11
2,1,47.79999924,99.58000183,Late delivery,1,17,Cleats,Caguas,2/18/2017 3:17
2,1,25.87000084,98.37999725,Late delivery,1,17,Cleats,Caguas,1/31/2015 4:09
2,1,-7.920000076,89.98999786,Late delivery,1,17,Cleats,Caguas,05-10-2017 05:48
2,1,-70.37000275,96,Late delivery,1,24,Women's Apparel,Caguas,3/24/2017 8:08
2,1,25.92000008,96,Late delivery,1,24,Women's Apparel,Caguas,02-01-2015 17:17
2,1,47.5,95,Late delivery,1,24,Women's Apparel,Caguas,1/29/2017 15:55
2,1,41.84999847,93,Late delivery,1,24,Women's Apparel,Caguas,04-11-2015 05:48
2,1,-234,90,Late delivery,1,24,Women's Apparel,Caguas,04-02-2015 08:48
2,1,27.22999954,87,Late delivery,1,24,Women's Apparel,Caguas,6/13/2017 7:09
2,1,22.61000061,69.58000183,Late delivery,1,29,Shop By Sport,Caguas,5/30/2015 18:11
2,1,21.25,85,Late delivery,1,24,Women's Apparel,Caguas,6/13/2017 7:09
2,1,39.47999954,84,Late delivery,1,24,Women's Apparel,Caguas,4/14/2017 5:08
2,1,36.90000153,82,Late delivery,1,24,Women's Apparel,Caguas,05-04-2015 03:09
2,1,14.19999981,63.97999954,Late delivery,1,29,Shop By Sport,Caguas,4/22/2017 3:01
2,1,20.27000046,59.99000168,Late delivery,1,29,Shop By Sport,Caguas,5/18/2015 5:14
2,1,49.40999985,102.9400024,Late delivery,1,37,Electronics,Caguas,04-02-2015 08:48
2,1,-37.36999893,50.97999954,Late delivery,1,44,Hunting & Shooting,Caguas,2/17/2015 18:40
2,1,58.18999863,116.3799973,Late delivery,1,17,Cleats,Caguas,01-02-2016 13:09
2,1,36.5,107.9800034,Late delivery,1,17,Cleats,Caguas,03-08-2016 05:00
2,1,29.87999916,99.58000183,Late delivery,1,17,Cleats,Caguas,1/17/2017 4:23
2,1,28.42000008,98,Late delivery,1,24,Women's Apparel,Caguas,11/17/2015 21:37
2,1,-4.730000019,94.5,Late delivery,1,24,Women's Apparel,Caguas,12/18/2015 0:44
2,1,27.71999931,82,Late delivery,1,24,Women's Apparel,Caguas,01-02-2016 13:09
2,1,12.98999977,49.97999954,Late delivery,1,40,Accessories,Caguas,12-06-2015 11:15
2,1,-539.9500122,199.9799957,Late delivery,1,9,Cardio Equipment,Caguas,05-03-2016 23:08
2,1,42.68000031,193.9799957,Late delivery,1,9,Cardio Equipment,Caguas,05-03-2016 08:25
2,1,90.70999908,188.9799957,Late delivery,1,9,Cardio Equipment,Caguas,05-09-2016 04:12
2,1,29.73999977,95,Late delivery,1,24,Women's Apparel,Caguas,05-03-2016 23:08
2,1,9.510000229,30.37999916,Late delivery,1,41,Trade-In,Caguas,6/27/2016 16:34
2,1,17.10000038,53.09999847,Late delivery,1,37,Electronics,Caguas,04-12-2016 11:26
2,1,14.68999958,52.45999908,Late delivery,1,37,Electronics,Caguas,04-12-2016 11:26
2,1,-34.68000031,147.5800018,Late delivery,1,17,Cleats,Caguas,01-05-2017 11:45
2,1,27.97999954,117.5699997,Late delivery,1,29,Shop By Sport,Caguas,10/23/2016 12:12
2,1,38.20999908,109.1699982,Late delivery,1,29,Shop By Sport,Caguas,12-12-2016 08:59
2,1,24.72999954,72.72000122,Late delivery,1,40,Accessories,Caguas,12-12-2016 08:59
2,1,96.51999664,296.9700012,Late delivery,1,9,Cardio Equipment,Caguas,06-10-2015 17:17
2,1,20.34000015,179.9700012,Late delivery,1,17,Cleats,Caguas,6/27/2015 3:46
2,1,16.37999916,163.7700043,Late delivery,1,17,Cleats,Caguas,10-03-2015 14:09
2,1,53.54000092,152.9700012,Late delivery,1,17,Cleats,Bayamon,09-05-2015 20:08
2,1,33.25999832,151.1699982,Late delivery,1,17,Cleats,Humacao,08-04-2015 20:32
2,1,60.74000168,134.9799957,Late delivery,1,17,Cleats,Caguas,9/27/2017 21:22
2,1,34.79000092,119.9700012,Late delivery,1,29,Shop By Sport,Caguas,9/25/2017 19:37
2,1,54.83000183,127.5,Late delivery,1,24,Women's Apparel,Caguas,06-10-2015 17:17
2,1,38.02999878,112.5,Late delivery,1,24,Women's Apparel,Caguas,6/22/2015 12:01
2,1,24.63999939,54.75999832,Late delivery,1,41,Trade-In,Caguas,6/16/2015 19:44
2,1,13.61999989,156.5700073,Late delivery,1,17,Cleats,Caguas,05-08-2015 23:49
2,1,42.79999924,147.5800018,Late delivery,1,17,Cleats,Caguas,2/16/2017 5:44
2,1,6.769999981,143.9799957,Late delivery,1,17,Cleats,Caguas,2/18/2017 3:17
2,1,10.11999989,134.9799957,Late delivery,1,17,Cleats,Caguas,04-12-2015 10:32
2,1,35.99000168,119.9700012,Late delivery,1,29,Shop By Sport,Caguas,05-10-2017 05:48
2,1,37.04999924,142.5,Late delivery,1,24,Women's Apparel,Caguas,04-11-2015 05:48
2,1,5.28000021,105.5699997,Late delivery,1,29,Shop By Sport,Caguas,3/13/2015 13:44
2,1,-70.54000092,100.7699966,Late delivery,1,29,Shop By Sport,Caguas,2/18/2017 3:17
2,1,36,120,Late delivery,1,24,Women's Apparel,Caguas,04-01-2015 15:59
2,1,-66.51000214,95.01000214,Late delivery,1,37,Electronics,Trujillo Alto,05-09-2015 13:50
2,1,138.1699982,293.9700012,Late delivery,1,9,Cardio Equipment,Caguas,01-02-2016 13:09
2,1,-64.79000092,287.9700012,Late delivery,1,9,Cardio Equipment,Caguas,11/21/2015 17:24
2,1,77.18000031,248.9799957,Late delivery,1,9,Cardio Equipment,Caguas,12/19/2015 9:19
2,1,81.12999725,176.3699951,Late delivery,1,17,Cleats,Caguas,12-05-2015 01:58
2,1,44.45000076,170.9700012,Late delivery,1,17,Cleats,Caguas,03-02-2016 19:22
2,1,-27.87000084,170.9700012,Late delivery,1,17,Cleats,Caguas,2/26/2016 12:11
2,1,36.00999832,156.5700073,Late delivery,1,17,Cleats,Caguas,10/28/2016 3:16
2,1,16.27000046,144,Late delivery,1,24,Women's Apparel,Caguas,12-09-2015 02:19
2,1,-97.65000153,126,Late delivery,1,24,Women's Apparel,Caguas,10/28/2016 3:16
2,1,8.659999847,99.58000183,Late delivery,1,29,Shop By Sport,Caguas,12-08-2015 20:01
2,1,8.659999847,98.37999725,Late delivery,1,29,Shop By Sport,Caguas,12-08-2015 20:01
2,1,7.429999828,84.44999695,Late delivery,1,37,Electronics,Caguas,11/21/2015 17:24
2,1,23.03000069,47.97999954,Late delivery,1,36,Golf Balls,Caguas,11/21/2015 17:24
2,1,58.40000153,172.7700043,Late delivery,1,17,Cleats,Caguas,5/31/2016 4:10
2,1,46.97000122,161.9700012,Late delivery,1,17,Cleats,Caguas,04-12-2016 11:26
2,1,55.58000183,142.5,Late delivery,1,24,Women's Apparel,Caguas,06-12-2016 09:25
2,1,123.9400024,395.9599915,Late delivery,1,9,Cardio Equipment,Caguas,01-05-2017 11:45
2,1,60.97999954,168,Late delivery,1,24,Women's Apparel,Caguas,11/30/2016 13:33
2,1,50.81000137,139.9600067,Late delivery,1,11,Fitness Accessories,Caguas,9/22/2015 23:27
2,1,45.38999939,387.9599915,Late delivery,1,9,Cardio Equipment,Caguas,6/22/2015 12:01
2,1,100.9100037,347.9700012,Late delivery,1,9,Cardio Equipment,Trujillo Alto,9/28/2015 13:17
2,1,-131.2400055,196.7700043,Late delivery,1,17,Cleats,Caguas,07-03-2017 10:59
2,1,53.75,191.9700012,Late delivery,1,17,Cleats,Caguas,07-06-2015 13:24
2,1,-22.5,179.9700012,Late delivery,1,17,Cleats,Caguas,09-08-2017 00:12
2,1,86.40000153,180,Late delivery,1,24,Women's Apparel,Caguas,8/31/2015 4:33
2,1,39.40999985,140.7599945,Late delivery,1,29,Shop By Sport,Caguas,6/16/2015 19:44
2,1,25.53000069,134.3699951,Late delivery,1,29,Shop By Sport,Caguas,9/30/2017 15:56
2,1,-4.809999943,166,Late delivery,1,24,Women's Apparel,Caguas,11-09-2016 04:39
2,1,50.08000183,160,Late delivery,1,24,Women's Apparel,Caguas,06-08-2015 22:54
2,1,0,127.9700012,Late delivery,1,29,Shop By Sport,Caguas,7/14/2017 0:37
2,1,-24.90999985,108.7699966,Late delivery,1,37,Electronics,Caguas,6/13/2015 9:45
2,1,1.25,95.97000122,Late delivery,1,44,Hunting & Shooting,Caguas,8/30/2015 6:50
2,1,191.9799957,383.9599915,Late delivery,1,9,Cardio Equipment,Caguas,2/18/2017 3:17
2,1,-928.1099854,363.9599915,Late delivery,1,9,Cardio Equipment,Caguas,3/24/2017 8:08
2,1,154.1399994,327.9700012,Late delivery,1,9,Cardio Equipment,Caguas,1/22/2017 15:24
2,1,111.6500015,237.5599976,Late delivery,1,17,Cleats,Caguas,5/28/2017 14:11
2,1,64.5,230.3600006,Late delivery,1,17,Cleats,Caguas,5/13/2015 10:40
2,1,104.8600006,227.9600067,Late delivery,1,17,Cleats,Caguas,5/13/2015 10:40
2,1,75.58999634,215.9600067,Late delivery,1,17,Cleats,Caguas,5/26/2015 19:56
2,1,92.13999939,191.9700012,Late delivery,1,17,Cleats,Caguas,02-01-2015 17:17
2,1,16.70000076,191.9700012,Late delivery,1,17,Cleats,Caguas,1/20/2015 9:15
2,1,35,200,Late delivery,1,24,Women's Apparel,Caguas,4/13/2017 9:31
2,1,42.24000168,192,Late delivery,1,24,Women's Apparel,Caguas,04-06-2015 15:06
2,1,37.18999863,148.7599945,Late delivery,1,29,Shop By Sport,Caguas,2/17/2015 18:40
2,1,50.95000076,145.5599976,Late delivery,1,29,Shop By Sport,Caguas,2/17/2015 18:40
2,1,65.83999634,134.3699951,Late delivery,1,29,Shop By Sport,Caguas,5/28/2017 14:11
2,1,-211.1499939,127.9700012,Late delivery,1,26,Girls' Apparel,Caguas,04-06-2015 15:06
2,1,37.5,150,Late delivery,1,24,Women's Apparel,Caguas,4/22/2017 3:01
2,1,15.39999962,94.45999908,Late delivery,1,40,Accessories,Caguas,5/30/2015 18:11
2,1,50.11000061,104.4000015,Late delivery,1,9,Cardio Equipment,Caguas,12-09-2015 02:19
2,1,58.68999863,223.1600037,Late delivery,1,17,Cleats,Caguas,02-02-2016 19:14
2,1,-139.4199982,199.1699982,Late delivery,1,17,Cleats,Caguas,11-02-2016 10:47
2,1,76.44000244,196,Late delivery,1,24,Women's Apparel,Caguas,02-02-2016 19:14
2,1,-247.5,150,Late delivery,1,24,Women's Apparel,Caguas,9/19/2016 4:33
2,1,106.3899994,379.9599915,Late delivery,1,9,Cardio Equipment,Caguas,05-09-2016 04:12
2,1,40.38999939,237.5599976,Late delivery,1,17,Cleats,Caguas,05-03-2016 23:08
2,1,-13.63000011,191.9700012,Late delivery,1,17,Cleats,Caguas,9/30/2016 9:16
2,1,0,153.5599976,Late delivery,1,29,Shop By Sport,Caguas,5/20/2016 8:34
2,1,43,153.5599976,Late delivery,1,29,Shop By Sport,Caguas,06-02-2016 23:05
2,1,43.20000076,160,Late delivery,1,24,Women's Apparel,Caguas,08-03-2016 16:00
2,1,52.49000168,149.9600067,Late delivery,1,29,Shop By Sport,Caguas,10/16/2016 21:51
2,1,155.9799957,479.9500122,Late delivery,1,9,Cardio Equipment,Caguas,9/27/2017 21:22
2,1,134.3899994,479.9500122,Late delivery,1,9,Cardio Equipment,Caguas,09-10-2016 14:54
2,1,202.4799957,449.9599915,Late delivery,1,9,Cardio Equipment,Bayamon,09-05-2015 20:08
2,1,40.31000137,134.3600006,Late delivery,1,13,Electronics,Caguas,11-09-2016 04:39
2,1,139.6600037,290.9500122,Late delivery,1,17,Cleats,Caguas,7/14/2017 0:37
2,1,90.12999725,287.9500122,Late delivery,1,17,Cleats,Mayaguez,7/15/2015 13:54
2,1,74.87000275,287.9500122,Late delivery,1,17,Cleats,Caguas,7/13/2017 23:34
2,1,-3.99000001,284.9500122,Late delivery,1,17,Cleats,Mayaguez,7/15/2015 13:54
2,1,32.02999878,283.4500122,Late delivery,1,17,Cleats,Caguas,07-07-2017 20:47
2,1,22.40999985,269.9599915,Late delivery,1,17,Cleats,Caguas,9/22/2015 23:27
2,1,71.77999878,247.5,Late delivery,1,24,Women's Apparel,Caguas,10/14/2015 20:58
2,1,91.87999725,245,Late delivery,1,24,Women's Apparel,Caguas,8/20/2015 15:16
2,1,56.25,193.9499969,Late delivery,1,29,Shop By Sport,Carolina,07-07-2017 03:37
2,1,118.8300018,242.5,Late delivery,1,24,Women's Apparel,Caguas,06-10-2015 17:17
2,1,64.87999725,191.9499969,Late delivery,1,29,Shop By Sport,Carolina,07-07-2017 03:37
2,1,-55.91999817,240,Late delivery,1,24,Women's Apparel,Caguas,09-03-2015 19:27
2,1,52.68999863,169.9600067,Late delivery,1,29,Shop By Sport,Mayaguez,12-04-2016 15:18
2,1,58.09999847,207.5,Late delivery,1,24,Women's Apparel,Caguas,7/30/2015 10:13
2,1,11,109.9599991,Late delivery,1,40,Accessories,Vega Baja,08-06-2015 18:47
2,1,153.3500061,489.9500122,Late delivery,1,9,Cardio Equipment,Caguas,05-08-2015 23:49
2,1,137.7400055,474.9500122,Late delivery,1,9,Cardio Equipment,San Sebastian,2/16/2015 16:03
2,1,86.98999786,299.9500122,Late delivery,1,17,Cleats,Caguas,04-01-2015 15:59
2,1,130.6600037,296.9500122,Late delivery,1,17,Cleats,Caguas,1/29/2017 15:55
2,1,146.9799957,293.9500122,Late delivery,1,17,Cleats,Caguas,5/26/2015 19:56
2,1,129.3399963,263.9599915,Late delivery,1,17,Cleats,Caguas,1/27/2017 3:40
2,1,48.43999863,254.9600067,Late delivery,1,17,Cleats,Caguas,1/22/2017 15:24
2,1,-28.80999947,254.9600067,Late delivery,1,17,Cleats,Caguas,04-11-2015 05:48
2,1,56.83000183,195.9499969,Late delivery,1,29,Shop By Sport,San Juan,2/17/2015 19:01
2,1,53.93000031,185.9499969,Late delivery,1,29,Shop By Sport,San Sebastian,2/16/2015 16:03
2,1,102.9000015,210,Late delivery,1,24,Women's Apparel,Caguas,2/18/2017 3:17
2,1,79.94999695,205,Late delivery,1,24,Women's Apparel,Caguas,1/31/2017 3:18
2,1,71.75,205,Late delivery,1,24,Women's Apparel,Caguas,02-05-2015 02:13
2,1,-74.36000061,96.94999695,Late delivery,1,36,Golf Balls,Caguas,1/31/2015 4:09
2,1,84.22000122,233.9600067,Late delivery,1,37,Electronics,Caguas,4/14/2017 5:08
2,1,139.9900055,399.9599915,Late delivery,1,9,Cardio Equipment,Caguas,12/22/2015 15:26
2,1,-239.9600067,299.9500122,Late delivery,1,17,Cleats,Caguas,1/23/2016 5:14
2,1,24,299.9500122,Late delivery,1,17,Cleats,Caguas,10/28/2016 3:16
2,1,143.9799957,287.9500122,Late delivery,1,17,Cleats,Caguas,12-09-2015 02:19
2,1,82.63999939,284.9500122,Late delivery,1,17,Cleats,Caguas,12-05-2015 01:58
2,1,66.23000336,195.9499969,Late delivery,1,29,Shop By Sport,Caguas,02-02-2016 19:14
2,1,68.48000336,207.5,Late delivery,1,24,Women's Apparel,Caguas,02-03-2016 14:09
2,1,80,200,Late delivery,1,24,Women's Apparel,Caguas,03-05-2016 12:32
2,1,44.79000092,159.9600067,Late delivery,1,29,Shop By Sport,Caguas,10/28/2016 3:16
2,1,108.8799973,299.9500122,Late delivery,1,17,Cleats,Caguas,04-12-2016 11:26
2,1,-59.38999939,296.9500122,Late delivery,1,17,Cleats,Caguas,06-03-2016 07:09
2,1,32.61999893,260.9599915,Late delivery,1,17,Cleats,Caguas,05-03-2016 08:25
2,1,51.99000168,159.9600067,Late delivery,1,29,Shop By Sport,Caguas,9/30/2016 9:16
2,1,32.61000061,112.4599991,Late delivery,1,40,Accessories,Caguas,5/31/2016 4:10
0,0,26.10000038,86.98999786,Shipping on time,0,9,Cardio Equipment,Caguas,10-03-2016 01:01
0,0,-24.18000031,120.8899994,Shipping on time,0,18,Men's Footwear,Caguas,11/14/2016 4:28
0,0,27.70999908,106.5899963,Shipping on time,0,18,Men's Footwear,Caguas,9/21/2016 1:02
0,0,21.82999992,48.5,Shipping on time,0,24,Women's Apparel,Caguas,10-03-2016 01:01
0,0,82.20999908,283.480011,Shipping on time,0,43,Camping & Hiking,Caguas,9/21/2016 1:02
1,0,126.7099991,263.980011,Late delivery,1,43,Camping & Hiking,Carolina,10/14/2016 21:30
0,0,117.7099991,420.3999939,Shipping on time,0,62,Cameras ,Caguas,10/18/2017 1:54
1,0,108.4899979,361.6300049,Late delivery,1,62,Cameras ,Caguas,10-11-2017 15:23
0,0,0,86.98999786,Shipping on time,0,9,Cardio Equipment,Caguas,9/20/2016 0:31
1,0,33.79999924,129.9900055,Late delivery,1,18,Men's Footwear,Caguas,8/15/2017 19:09
1,0,37.3199997,128.6900024,Late delivery,1,18,Men's Footwear,Caguas,8/15/2017 19:09
0,0,44.59000015,127.3899994,Shipping on time,0,18,Men's Footwear,Caguas,7/18/2017 4:28
0,0,16.29000092,58.18999863,Shipping on time,0,17,Cleats,Caguas,6/27/2017 6:05
0,0,45.77000046,126.0899963,Shipping on time,0,18,Men's Footwear,Caguas,7/29/2015 8:38
0,0,59.90000153,124.7900009,Shipping on time,0,18,Men's Footwear,Caguas,7/29/2015 8:38
0,0,56.77999878,118.2900009,Shipping on time,0,18,Men's Footwear,Caguas,10-05-2015 03:38
1,0,31.59000015,116.9899979,Late delivery,1,18,Men's Footwear,Caguas,9/26/2017 23:39
0,0,25.17000008,114.3899994,Shipping on time,0,18,Men's Footwear,Caguas,09-03-2015 09:38
0,0,11.47999954,34.79000092,Shipping on time,0,29,Shop By Sport,Caguas,9/20/2016 1:13
0,0,17.39999962,43.5,Shipping on time,0,24,Women's Apparel,Caguas,6/17/2015 0:59
0,0,20.39999962,42.5,Shipping on time,0,24,Women's Apparel,Caguas,7/19/2017 9:12
1,0,15.93000031,33.18999863,Late delivery,1,29,Shop By Sport,Caguas,8/18/2017 16:10
1,0,16,31.98999977,Late delivery,1,29,Shop By Sport,Caguas,07-01-2015 17:47
0,0,-66.15000153,293.980011,Shipping on time,0,43,Camping & Hiking,Caguas,9/28/2015 10:07
0,0,73.70999908,283.480011,Shipping on time,0,43,Camping & Hiking,Caguas,6/17/2015 0:59
0,0,98,269.980011,Shipping on time,0,43,Camping & Hiking,Caguas,9/20/2016 0:31
0,0,-240.1100006,359.980011,Shipping on time,0,45,Fishing,Caguas,10-05-2015 03:38
0,0,22.17000008,351.980011,Shipping on time,0,45,Fishing,Caguas,7/29/2015 8:38
1,0,109.5500031,331.980011,Late delivery,1,45,Fishing,Caguas,07-01-2015 17:47
0,0,27.38999939,248.9799957,Shipping on time,0,43,Camping & Hiking,Caguas,7/27/2015 3:44
0,0,157.4299927,327.980011,Shipping on time,0,45,Fishing,Caguas,09-03-2015 09:38
0,0,20.65999985,327.980011,Shipping on time,0,45,Fishing,Caguas,9/28/2015 10:07
0,0,112.7900009,239.9799957,Shipping on time,0,43,Camping & Hiking,Caguas,7/18/2017 4:28
0,0,28.15999985,319.980011,Shipping on time,0,45,Fishing,Caguas,9/28/2015 10:07
1,0,13.39999962,30.45999908,Late delivery,1,59,Books ,Caguas,10-06-2017 15:55
0,0,-50.93999863,29.11000061,Shipping on time,0,13,Electronics,Caguas,02-01-2015 02:14
0,0,33.45999908,128.6900024,Shipping on time,0,18,Men's Footwear,Bayamon,05-03-2015 07:32
0,0,33.11999893,127.3899994,Shipping on time,0,18,Men's Footwear,Bayamon,05-03-2015 07:32
0,0,21.44000053,126.0899963,Shipping on time,0,18,Men's Footwear,Caguas,2/26/2017 8:11
0,0,56.81000137,123.4899979,Shipping on time,0,18,Men's Footwear,Caguas,02-01-2015 02:56
0,0,17.73999977,56.68999863,Shipping on time,0,17,Cleats,Caguas,4/21/2017 1:06
0,0,-26.3199997,116.9899979,Shipping on time,0,18,Men's Footwear,Caguas,3/28/2015 5:29
0,0,32.75999832,116.9899979,Shipping on time,0,18,Men's Footwear,Caguas,3/26/2015 3:44
0,0,9.949999809,114.3899994,Shipping on time,0,18,Men's Footwear,Caguas,1/26/2017 0:20
0,0,53.04000092,110.4899979,Shipping on time,0,18,Men's Footwear,Caguas,1/16/2015 4:21
0,0,38.22000122,109.1900024,Shipping on time,0,18,Men's Footwear,Caguas,4/21/2017 1:06
0,0,39.15999985,107.8899994,Shipping on time,0,18,Men's Footwear,Caguas,4/21/2017 1:06
1,0,2.829999924,44.99000168,Late delivery,1,17,Cleats,Caguas,03-02-2015 19:11
0,0,176.3899994,391.980011,Shipping on time,0,45,Fishing,Caguas,1/16/2015 4:21
0,0,-218.3899994,272.980011,Shipping on time,0,43,Camping & Hiking,Caguas,02-08-2017 09:36
0,0,93.59999847,359.980011,Shipping on time,0,45,Fishing,Caguas,03-09-2015 02:53
0,0,-594.9699707,339.980011,Shipping on time,0,45,Fishing,Caguas,02-01-2015 02:56
0,0,167.9900055,335.980011,Shipping on time,0,45,Fishing,Caguas,02-01-2015 02:14
0,0,71.33999634,245.9799957,Shipping on time,0,43,Camping & Hiking,Caguas,02-01-2015 02:56
1,0,-64.73000336,84.40000153,Late delivery,1,72,Pet Supplies,Caguas,12-01-2017 16:12
0,0,-49.04000092,70.05000305,Shipping on time,0,72,Pet Supplies,Caguas,01-10-2018 07:44
0,0,82.05000305,293.0400085,Shipping on time,0,69,Health and Beauty,Caguas,01-04-2018 02:08
0,0,63.70000076,129.9900055,Shipping on time,0,18,Men's Footwear,Caguas,12/28/2015 3:10
1,0,61.77000046,128.6900024,Late delivery,1,18,Men's Footwear,Caguas,2/29/2016 17:16
1,0,62.41999817,127.3899994,Late delivery,1,18,Men's Footwear,Caguas,02-04-2016 12:34
0,0,35.81000137,123.4899979,Shipping on time,0,18,Men's Footwear,Caguas,12-04-2016 07:14
0,0,29.39999962,113.0899963,Shipping on time,0,18,Men's Footwear,Caguas,01-11-2016 09:27
1,0,0,52.18999863,Late delivery,1,17,Cleats,Caguas,10/31/2015 15:52
0,0,-146.3999939,110.4899979,Shipping on time,0,18,Men's Footwear,Caguas,01-11-2016 09:27
0,0,9.720000267,110.4899979,Shipping on time,0,18,Men's Footwear,Caguas,2/29/2016 10:58
1,0,-78.70999908,49.18999863,Late delivery,1,17,Cleats,Caguas,12-12-2015 14:24
0,0,46.79999924,97.48999786,Shipping on time,0,18,Men's Footwear,Caguas,12/28/2015 3:10
0,0,4.46999979,39.59000015,Shipping on time,0,29,Shop By Sport,Caguas,2/29/2016 10:58
1,0,18.79999924,40,Late delivery,1,24,Women's Apparel,Caguas,2/29/2016 17:16
0,0,2.319999933,18.59000015,Shipping on time,0,36,Golf Balls,Caguas,12/17/2015 5:49
1,0,76.43000031,272.980011,Late delivery,1,43,Camping & Hiking,Caguas,10/31/2015 15:52
1,0,125.9899979,359.980011,Late delivery,1,45,Fishing,Caguas,10/31/2015 15:52
1,0,84.16000366,248.9799957,Late delivery,1,43,Camping & Hiking,Caguas,11/28/2016 19:52
0,0,48,99.98999786,Shipping on time,0,9,Cardio Equipment,Caguas,7/16/2016 5:52
1,0,11.43999958,129.9900055,Late delivery,1,18,Men's Footwear,Caguas,5/16/2016 19:47
1,0,37.3199997,128.6900024,Late delivery,1,18,Men's Footwear,Caguas,05-11-2016 21:22
1,0,13.52000046,58.79000092,Late delivery,1,17,Cleats,Caguas,04-10-2016 20:32
0,0,-161.1499939,120.8899994,Shipping on time,0,18,Men's Footwear,Caguas,7/23/2016 7:47
0,0,-39.83000183,49.79000092,Shipping on time,0,17,Cleats,Caguas,7/23/2016 7:47
1,0,23.77000046,48.5,Late delivery,1,24,Women's Apparel,Caguas,8/20/2016 14:45
0,0,12.48999977,47.5,Shipping on time,0,24,Women's Apparel,Caguas,7/16/2016 5:52
1,0,10.65999985,21.75,Late delivery,1,26,Girls' Apparel,Caguas,7/18/2016 21:16
1,0,12,24.98999977,Late delivery,1,40,Accessories,Caguas,7/18/2016 21:16
0,0,76.94000244,284.980011,Shipping on time,0,43,Camping & Hiking,Caguas,6/24/2016 3:26
1,0,14.96000004,169.9799957,Late delivery,1,9,Cardio Equipment,Carolina,10/14/2016 21:30
1,0,29.01000023,111.5800018,Late delivery,1,17,Cleats,Carolina,10/14/2016 21:30
0,0,38.33000183,105.5800018,Shipping on time,0,17,Cleats,Caguas,09-03-2015 10:41
0,0,-4.349999905,87,Shipping on time,0,24,Women's Apparel,Caguas,9/20/2016 1:13
0,0,9.359999657,93.58000183,Shipping on time,0,37,Electronics,Caguas,6/17/2015 0:59
0,0,40.91999817,185.9799957,Shipping on time,0,9,Cardio Equipment,Bayamon,05-03-2015 07:32
0,0,1.980000019,49.47999954,Shipping on time,0,40,Accessories,Bayamon,05-03-2015 07:32
0,0,45.36000061,167.9799957,Shipping on time,0,9,Cardio Equipment,Caguas,12/28/2015 3:10
0,0,6.639999866,165.9799957,Shipping on time,0,9,Cardio Equipment,Caguas,2/29/2016 4:18
0,0,19.5,149.9900055,Shipping on time,0,9,Cardio Equipment,Caguas,2/21/2016 7:49
0,0,32.83000183,113.9800034,Shipping on time,0,17,Cleats,Caguas,2/29/2016 10:58
0,0,19.95999908,113.3799973,Shipping on time,0,17,Cleats,Caguas,10-04-2016 04:00
1,0,47.36999893,100.7799988,Late delivery,1,17,Cleats,Caguas,10/31/2015 15:52
0,0,4.150000095,41.47999954,Shipping on time,0,40,Accessories,Caguas,12-04-2016 07:14
0,0,17.75,104.3799973,Shipping on time,0,17,Cleats,Caguas,6/24/2016 3:26
0,0,44.15000153,95.98000336,Shipping on time,0,17,Cleats,Caguas,6/16/2016 11:31
1,0,34.18999863,89.98999786,Late delivery,1,17,Cleats,Caguas,04-10-2016 20:32
0,0,20.17000008,77.58000183,Shipping on time,0,29,Shop By Sport,Caguas,6/24/2016 3:26
1,0,31.94000053,94.5,Late delivery,1,24,Women's Apparel,Caguas,7/18/2016 21:16
1,0,33.47999954,72.77999878,Late delivery,1,29,Shop By Sport,Caguas,7/18/2016 21:16
0,0,45.34999847,151.1699982,Shipping on time,0,17,Cleats,Caguas,9/21/2016 1:02
0,0,5.559999943,88.19999695,Shipping on time,0,9,Cardio Equipment,Caguas,10-05-2015 03:38
0,0,38.25,76.5,Shipping on time,0,29,Shop By Sport,Caguas,6/17/2015 0:59
1,0,33.75,112.5,Late delivery,1,24,Women's Apparel,Caguas,07-08-2017 20:36
1,0,78.23000336,170.0700073,Late delivery,1,17,Cleats,Caguas,4/15/2017 16:52
0,0,69.83999634,145.5,Shipping on time,0,24,Women's Apparel,Caguas,02-08-2017 09:36
0,0,35.50999832,135,Shipping on time,0,24,Women's Apparel,Caguas,02-01-2015 02:14
0,0,7.920000076,105.5699997,Shipping on time,0,29,Shop By Sport,Caguas,1/16/2015 4:21
0,0,34.3199997,132,Shipping on time,0,24,Women's Apparel,Caguas,03-09-2015 02:53
0,0,42.34000015,86.40000153,Shipping on time,0,29,Shop By Sport,Caguas,2/29/2016 4:18
1,0,-16.10000038,142.5,Late delivery,1,24,Women's Apparel,Caguas,02-04-2016 12:34
0,0,28.35000038,141.75,Shipping on time,0,24,Women's Apparel,Caguas,2/29/2016 10:58
1,0,46.97000122,161.9700012,Late delivery,1,17,Cleats,Caguas,05-11-2016 21:22
